product_id,code,standard_label,category_lv1,category_lv2,station_scope,keywords_examples
M2_BATTERY,M2_BATTERY-BD-016,Dry joint suspected: J6,BONDING,DRY_JOINT,THERMAL;HIPOT,"dry joint, 虚焊, 浮动, J6"
M2_BATTERY,M2_BATTERY-BD-017,Dry joint suspected: C55,BONDING,DRY_JOINT,AOI;LEAK;HIPOT;EOL,"dry joint, 虚焊, 浮动, C55"
M2_BATTERY,M2_BATTERY-BD-018,Dry joint suspected: U8,BONDING,DRY_JOINT,PROG;EOL;LEAK;AOI,"dry joint, 虚焊, 浮动, U8"
M2_BATTERY,M2_BATTERY-EQ-019,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,PROG;LEAK,"harness, adapter, 接触不良, 线束, reseat"
M2_BATTERY,M2_BATTERY-EQ-020,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,THERMAL;HIPOT,"harness, adapter, 接触不良, 线束, reseat"
M2_BATTERY,M2_BATTERY-EQ-021,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,PROG;HIPOT;CHARGE;AOI,"harness, adapter, 接触不良, 线束, reseat"
M2_BATTERY,M2_BATTERY-EQ-022,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,LEAK;HIPOT;PROG;AOI,"harness, adapter, 接触不良, 线束, reseat"
M2_BATTERY,M2_BATTERY-EQ-023,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,PROG;AOI,"harness, adapter, 接触不良, 线束, reseat"
M2_BATTERY,M2_BATTERY-EQ-024,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,CHARGE;HIPOT,"harness, adapter, 接触不良, 线束, reseat"
M2_BATTERY,M2_BATTERY-EQ-025,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,PROG;LEAK,"sensor drift, 传感器漂移, offset, calibration"
M2_BATTERY,M2_BATTERY-EQ-026,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,EOL;CHARGE;PROG;LEAK,"sensor drift, 传感器漂移, offset, calibration"
M2_BATTERY,M2_BATTERY-EQ-027,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,CHARGE;PROG;HIPOT;THERMAL,"sensor drift, 传感器漂移, offset, calibration"
M2_BATTERY,M2_BATTERY-EQ-028,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,LEAK;AOI;CHARGE,"sensor drift, 传感器漂移, offset, calibration"
M2_BATTERY,M2_BATTERY-EQ-029,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,THERMAL;PROG;AOI;HIPOT,"sensor drift, 传感器漂移, offset, calibration"
M2_BATTERY,M2_BATTERY-EQ-030,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,LEAK;EOL;PROG,"sensor drift, 传感器漂移, offset, calibration"
M2_BATTERY,M2_BATTERY-FW-031,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,CHARGE;THERMAL,"flash fail, 刷写失败, write fail, program fail"
M2_BATTERY,M2_BATTERY-FW-032,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,CHARGE;THERMAL;HIPOT;AOI,"flash fail, 刷写失败, write fail, program fail"
M2_BATTERY,M2_BATTERY-FW-033,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,AOI;CHARGE,"flash fail, 刷写失败, write fail, program fail"
M2_BATTERY,M2_BATTERY-FW-034,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,HIPOT;AOI,"flash fail, 刷写失败, write fail, program fail"
M2_BATTERY,M2_BATTERY-FW-035,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,HIPOT;LEAK;EOL,"flash fail, 刷写失败, write fail, program fail"
M2_BATTERY,M2_BATTERY-FW-036,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,EOL;AOI;PROG,"flash fail, 刷写失败, write fail, program fail"
M2_BATTERY,M2_BATTERY-FW-037,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,LEAK;AOI;PROG,"param mismatch, 参数不符, variant coding, wrong config"
M2_BATTERY,M2_BATTERY-FW-038,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,CHARGE;EOL,"param mismatch, 参数不符, variant coding, wrong config"
M2_BATTERY,M2_BATTERY-FW-039,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,AOI;PROG;HIPOT;THERMAL,"param mismatch, 参数不符, variant coding, wrong config"
M2_BATTERY,M2_BATTERY-FW-040,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,CHARGE;EOL;LEAK;HIPOT,"param mismatch, 参数不符, variant coding, wrong config"
M2_BATTERY,M2_BATTERY-FW-041,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,THERMAL;AOI,"param mismatch, 参数不符, variant coding, wrong config"
M2_BATTERY,M2_BATTERY-FW-042,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,CHARGE;PROG,"param mismatch, 参数不符, variant coding, wrong config"
M2_BATTERY,M2_BATTERY-FW-043,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,LEAK;CHARGE;EOL,"boot hang, ECU stuck, 启动卡住, no response"
M2_BATTERY,M2_BATTERY-FW-044,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,EOL;CHARGE;AOI,"boot hang, ECU stuck, 启动卡住, no response"
M2_BATTERY,M2_BATTERY-FW-045,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,LEAK;AOI;THERMAL,"boot hang, ECU stuck, 启动卡住, no response"
M2_BATTERY,M2_BATTERY-FW-046,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,EOL;THERMAL,"boot hang, ECU stuck, 启动卡住, no response"
M2_BATTERY,M2_BATTERY-FW-047,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,PROG;EOL;CHARGE,"boot hang, ECU stuck, 启动卡住, no response"
M2_BATTERY,M2_BATTERY-FW-048,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,CHARGE;EOL,"boot hang, ECU stuck, 启动卡住, no response"
M2_BATTERY,M2_BATTERY-AS-049,Missing component: C55,ASSEMBLY,MISSING,PROG;LEAK;AOI,"missing, 缺件, C55"
M2_BATTERY,M2_BATTERY-AS-050,Missing component: U8,ASSEMBLY,MISSING,PROG;CHARGE;HIPOT,"missing, 缺件, U8"
M2_BATTERY,M2_BATTERY-AS-051,Missing component: Q7,ASSEMBLY,MISSING,CHARGE;HIPOT;PROG,"missing, 缺件, Q7"
M2_BATTERY,M2_BATTERY-AS-052,Missing component: T2,ASSEMBLY,MISSING,AOI;PROG,"missing, 缺件, T2"
M2_BATTERY,M2_BATTERY-AS-053,Missing component: R12,ASSEMBLY,MISSING,HIPOT;PROG,"missing, 缺件, R12"
M2_BATTERY,M2_BATTERY-AS-054,Missing component: D19,ASSEMBLY,MISSING,AOI;HIPOT,"missing, 缺件, D19"
M2_BATTERY,M2_BATTERY-AS-055,Wrong part installed: T2,ASSEMBLY,WRONG_PART,PROG;CHARGE;LEAK,"wrong part, 错件, T2, BOM mismatch"
M2_BATTERY,M2_BATTERY-AS-056,Wrong part installed: R12,ASSEMBLY,WRONG_PART,HIPOT;LEAK;AOI,"wrong part, 错件, R12, BOM mismatch"
M2_BATTERY,M2_BATTERY-AS-057,Wrong part installed: D19,ASSEMBLY,WRONG_PART,HIPOT;EOL;PROG,"wrong part, 错件, D19, BOM mismatch"
M2_BATTERY,M2_BATTERY-AS-058,Wrong part installed: J6,ASSEMBLY,WRONG_PART,CHARGE;THERMAL,"wrong part, 错件, J6, BOM mismatch"
M2_BATTERY,M2_BATTERY-AS-059,Wrong part installed: C55,ASSEMBLY,WRONG_PART,HIPOT;LEAK,"wrong part, 错件, C55, BOM mismatch"
M2_BATTERY,M2_BATTERY-AS-060,Wrong part installed: U8,ASSEMBLY,WRONG_PART,CHARGE;LEAK;EOL;PROG,"wrong part, 错件, U8, BOM mismatch"
M2_BATTERY,M2_BATTERY-EV-061,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,AOI;CHARGE;PROG,"thermal, 温度循环, stress, 老化"
M2_BATTERY,M2_BATTERY-EV-062,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,PROG;CHARGE;AOI;LEAK,"thermal, 温度循环, stress, 老化"
M2_BATTERY,M2_BATTERY-EV-063,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,PROG;CHARGE;THERMAL;LEAK,"thermal, 温度循环, stress, 老化"
M2_BATTERY,M2_BATTERY-EV-064,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,CHARGE;PROG;HIPOT,"thermal, 温度循环, stress, 老化"
M2_BATTERY,M2_BATTERY-EV-065,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,EOL;THERMAL,"thermal, 温度循环, stress, 老化"
M2_BATTERY,M2_BATTERY-EV-066,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,THERMAL;CHARGE;EOL;PROG,"thermal, 温度循环, stress, 老化"
M2_BATTERY,M2_BATTERY-EV-067,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,HIPOT;AOI;PROG,"vibration, 振动, intermittent, 松动"
M2_BATTERY,M2_BATTERY-EV-068,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,EOL;THERMAL;HIPOT,"vibration, 振动, intermittent, 松动"
M2_BATTERY,M2_BATTERY-EV-069,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,CHARGE;PROG;THERMAL;HIPOT,"vibration, 振动, intermittent, 松动"
M2_BATTERY,M2_BATTERY-EV-070,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,CHARGE;EOL;HIPOT,"vibration, 振动, intermittent, 松动"
M2_BATTERY,M2_BATTERY-EV-071,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,LEAK;CHARGE;EOL,"vibration, 振动, intermittent, 松动"
M2_BATTERY,M2_BATTERY-EV-072,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,AOI;PROG;HIPOT;CHARGE,"vibration, 振动, intermittent, 松动"
M2_BATTERY,M2_BATTERY-HD-073,ESD suspected damage,HANDLING,ESD,LEAK;EOL,"ESD, 静电, handling"
M2_BATTERY,M2_BATTERY-HD-074,ESD suspected damage,HANDLING,ESD,PROG;EOL;CHARGE;HIPOT,"ESD, 静电, handling"
M2_BATTERY,M2_BATTERY-HD-075,ESD suspected damage,HANDLING,ESD,AOI;EOL,"ESD, 静电, handling"
M2_BATTERY,M2_BATTERY-HD-076,ESD suspected damage,HANDLING,ESD,HIPOT;AOI;THERMAL,"ESD, 静电, handling"
M2_BATTERY,M2_BATTERY-HD-077,ESD suspected damage,HANDLING,ESD,CHARGE;HIPOT;EOL,"ESD, 静电, handling"
M2_BATTERY,M2_BATTERY-HD-078,ESD suspected damage,HANDLING,ESD,CHARGE;THERMAL;LEAK;HIPOT,"ESD, 静电, handling"
